,Cells.all_samples.data.
37941,66_91_34
37942,66_91_45
37943,66_91_50
37944,66_91_56
37945,66_91_59
37946,66_91_63
37947,66_91_82
37948,66_92_02
37949,66_92_12
37950,66_92_15
37951,66_92_18
37952,66_92_21
37953,66_92_54
37954,66_92_63
37955,66_92_71
37956,66_92_79
37957,66_92_86
37958,66_92_91
37959,66_92_95
37960,66_93_03
37961,66_93_11
37962,66_93_12
37963,66_93_20
37964,66_93_38
37965,66_93_47
37966,66_93_69
37967,66_93_88
37968,66_93_94
37969,67_01_05
37970,67_01_22
37971,67_01_26
37972,67_01_36
37973,67_01_38
37974,67_01_44
37975,67_01_49
37976,67_01_62
37977,67_01_73
37978,67_01_75
37979,67_02_07
37980,67_02_09
37981,67_02_15
37982,67_02_16
37983,67_02_28
37984,67_02_29
37985,67_02_35
37986,67_02_40
37987,67_02_67
37988,67_02_78
37989,67_02_82
37990,67_02_86
37991,67_02_89
37992,67_02_95
37993,67_03_04
37994,67_03_22
37995,67_03_46
37996,67_03_66
37997,67_03_78
37998,67_03_88
37999,67_03_92
38000,67_04_01
38001,67_04_12
38002,67_04_23
38003,67_04_24
38004,67_04_38
38005,67_04_42
38006,67_04_55
38007,67_04_60
38008,67_04_69
38009,67_04_76
38010,67_04_77
38011,67_04_78
38012,67_04_84
38013,67_04_87
38014,67_05_05
38015,67_05_08
38016,67_05_09
38017,67_05_13
38018,67_05_20
38019,67_05_27
38020,67_05_41
38021,67_05_47
38022,67_05_59
38023,67_05_72
38024,67_05_73
38025,67_05_80
38026,67_05_82
38027,67_05_91
38028,67_06_11
38029,67_06_12
38030,67_06_14
38031,67_06_32
38032,67_06_48
38033,67_06_64
38034,67_06_66
38035,67_06_70
38036,67_06_73
38037,67_06_76
38038,67_06_79
38039,67_07_11
38040,67_07_21
38041,67_07_36
38042,67_07_57
38043,67_07_65
38044,67_07_72
38045,67_07_78
38046,67_07_81
38047,67_07_94
38048,67_08_26
38049,67_08_30
38050,67_08_37
38051,67_08_42
38052,67_08_43
38053,67_08_49
38054,67_08_56
38055,67_08_66
38056,67_08_86
38057,67_08_90
38058,67_08_91
38059,67_09_02
38060,67_09_07
38061,67_09_13
38062,67_09_15
38063,67_09_22
38064,67_09_32
38065,67_09_40
38066,67_09_44
38067,67_09_46
38068,67_09_54
38069,67_09_62
38070,67_09_63
38071,67_09_68
38072,67_09_72
38073,67_09_90
38074,67_09_95
38075,67_09_96
38076,67_10_03
38077,67_10_14
38078,67_10_21
38079,67_10_24
38080,67_10_31
38081,67_10_76
38082,67_10_78
38083,67_10_79
38084,67_10_85
38085,67_11_02
38086,67_11_05
38087,67_11_10
38088,67_11_12
38089,67_11_19
38090,67_11_20
38091,67_11_24
38092,67_11_25
38093,67_11_26
38094,67_11_68
38095,67_11_70
38096,67_11_90
38097,67_11_94
38098,67_12_07
38099,67_12_11
38100,67_12_21
38101,67_12_23
38102,67_12_27
38103,67_12_35
38104,67_12_41
38105,67_12_44
38106,67_12_53
38107,67_12_54
38108,67_12_57
38109,67_12_60
38110,67_12_73
38111,67_12_82
38112,67_12_88
38113,67_12_90
38114,67_12_92
38115,67_13_22
38116,67_13_27
38117,67_13_30
38118,67_13_31
38119,67_13_37
38120,67_13_38
38121,67_13_47
38122,67_13_48
38123,67_13_57
38124,67_13_69
38125,67_13_70
38126,67_13_78
38127,67_13_79
38128,67_13_95
38129,67_14_04
38130,67_14_11
38131,67_14_21
38132,67_14_40
38133,67_14_46
38134,67_14_47
38135,67_14_55
38136,67_14_76
38137,67_14_77
38138,67_14_79
38139,67_14_84
38140,67_14_90
38141,67_15_06
38142,67_15_09
38143,67_15_13
38144,67_15_20
38145,67_15_22
38146,67_15_25
38147,67_15_32
38148,67_15_34
38149,67_15_40
38150,67_15_44
38151,67_15_50
38152,67_15_51
38153,67_15_54
38154,67_15_82
38155,67_15_89
38156,67_15_95
38157,67_16_02
38158,67_16_20
38159,67_16_29
38160,67_16_39
38161,67_16_57
38162,67_16_58
38163,67_16_62
38164,67_16_72
38165,67_16_76
38166,67_16_80
38167,67_16_84
38168,67_17_02
38169,67_17_10
38170,67_17_20
38171,67_17_34
38172,67_17_58
38173,67_17_59
38174,67_17_70
38175,67_17_75
38176,67_17_79
38177,67_18_31
38178,67_18_35
38179,67_18_51
38180,67_18_52
38181,67_18_53
38182,67_18_62
38183,67_18_79
38184,67_18_94
38185,67_19_07
38186,67_19_17
38187,67_19_21
38188,67_19_26
38189,67_19_34
38190,67_19_36
38191,67_19_43
38192,67_19_45
38193,67_19_65
38194,67_19_87
38195,67_20_04
38196,67_20_14
38197,67_20_15
38198,67_20_18
38199,67_20_22
38200,67_20_54
38201,67_20_65
38202,67_20_77
38203,67_20_91
38204,67_21_01
38205,67_21_31
38206,67_21_35
38207,67_21_38
38208,67_21_46
38209,67_21_51
38210,67_21_65
38211,67_21_70
38212,67_21_90
38213,67_22_03
38214,67_22_10
38215,67_22_14
38216,67_22_15
38217,67_22_20
38218,67_22_35
38219,67_22_37
38220,67_22_39
38221,67_22_56
38222,67_22_59
38223,67_22_60
38224,67_23_01
38225,67_23_02
38226,67_23_16
38227,67_23_17
38228,67_23_26
38229,67_23_34
38230,67_23_39
38231,67_23_47
38232,67_23_54
38233,67_23_64
38234,67_23_88
38235,67_24_01
38236,67_24_16
38237,67_24_21
38238,67_24_33
38239,67_24_42
38240,67_24_43
38241,67_24_48
38242,67_24_50
38243,67_24_53
38244,67_24_65
38245,67_24_67
38246,67_24_68
38247,67_24_72
38248,67_24_74
38249,67_24_79
38250,67_25_05
38251,67_25_09
38252,67_25_30
38253,67_25_33
38254,67_25_42
38255,67_25_43
38256,67_25_46
38257,67_25_49
38258,67_25_67
38259,67_25_73
38260,67_25_81
38261,67_25_95
38262,67_25_96
38263,67_26_01
38264,67_26_03
38265,67_26_04
38266,67_26_16
38267,67_26_32
38268,67_26_41
38269,67_26_42
38270,67_26_43
38271,67_26_44
38272,67_26_48
38273,67_26_56
38274,67_26_57
38275,67_26_64
38276,67_26_67
38277,67_26_78
38278,67_27_10
38279,67_27_18
38280,67_27_34
38281,67_27_48
38282,67_27_53
38283,67_27_54
38284,67_27_61
38285,67_27_71
38286,67_27_78
38287,67_27_79
38288,67_28_04
38289,67_28_05
38290,67_28_09
38291,67_28_10
38292,67_28_18
38293,67_28_22
38294,67_28_25
38295,67_28_34
38296,67_28_46
38297,67_28_48
38298,67_28_51
38299,67_28_57
38300,67_28_62
38301,67_28_69
38302,67_28_82
38303,67_28_83
38304,67_29_18
38305,67_29_22
38306,67_29_30
38307,67_29_41
38308,67_29_44
38309,67_29_51
38310,67_29_52
38311,67_29_77
38312,67_29_79
38313,67_29_80
38314,67_30_01
38315,67_30_02
38316,67_30_10
38317,67_30_19
38318,67_30_20
38319,67_30_39
38320,67_30_65
38321,67_30_68
38322,67_30_81
38323,67_31_04
38324,67_31_14
38325,67_31_17
38326,67_31_19
38327,67_31_28
38328,67_31_35
38329,67_31_39
38330,67_31_41
38331,67_31_43
38332,67_31_44
38333,67_31_46
38334,67_31_56
38335,67_31_68
38336,67_31_73
38337,67_32_09
38338,67_32_15
38339,67_32_18
38340,67_32_52
38341,67_32_54
38342,67_32_57
38343,67_32_58
38344,67_32_67
38345,67_32_82
38346,67_32_88
38347,67_32_93
38348,67_33_12
38349,67_33_16
38350,67_33_23
38351,67_33_25
38352,67_33_35
38353,67_33_43
38354,67_33_59
38355,67_33_70
38356,67_33_77
38357,67_34_13
38358,67_34_16
38359,67_34_20
38360,67_34_21
38361,67_34_22
38362,67_34_40
38363,67_34_41
38364,67_34_53
38365,67_34_65
38366,67_34_69
38367,67_34_87
38368,67_34_88
38369,67_35_12
38370,67_35_25
38371,67_35_29
38372,67_35_33
38373,67_35_36
38374,67_35_42
38375,67_35_51
38376,67_35_53
38377,67_35_62
38378,67_35_72
38379,67_35_77
38380,67_35_84
38381,67_35_89
38382,67_35_90
38383,67_36_04
38384,67_36_05
38385,67_36_13
38386,67_36_16
38387,67_36_59
38388,67_36_69
38389,67_36_71
38390,67_36_75
38391,67_36_82
38392,67_36_84
38393,67_36_92
38394,67_36_95
38395,67_36_96
38396,67_37_03
38397,67_37_13
38398,67_37_18
38399,67_37_19
38400,67_37_23
38401,67_37_26
38402,67_37_29
38403,67_37_35
38404,67_37_44
38405,67_37_55
38406,67_37_60
38407,67_37_64
38408,67_37_77
38409,67_37_86
38410,67_38_03
38411,67_38_11
38412,67_38_18
38413,67_38_19
38414,67_38_21
38415,67_38_22
38416,67_38_30
38417,67_38_31
38418,67_38_53
38419,67_38_60
38420,67_38_68
38421,67_38_71
38422,67_38_73
38423,67_38_79
38424,67_39_03
38425,67_39_08
38426,67_39_09
38427,67_39_17
38428,67_39_22
38429,67_39_34
38430,67_39_37
38431,67_39_53
38432,67_39_59
38433,67_39_77
38434,67_39_93
38435,67_40_02
38436,67_40_03
38437,67_40_04
38438,67_40_22
38439,67_40_26
38440,67_40_27
38441,67_40_36
38442,67_40_43
38443,67_40_52
38444,67_40_55
38445,67_40_65
38446,67_40_68
38447,67_40_73
38448,67_40_82
38449,67_40_87
38450,67_40_89
38451,67_40_92
38452,67_41_03
38453,67_41_04
38454,67_41_21
38455,67_41_25
38456,67_41_27
38457,67_41_35
38458,67_41_47
38459,67_41_61
38460,67_41_75
38461,67_41_95
38462,67_42_03
38463,67_42_18
38464,67_42_31
38465,67_42_41
38466,67_42_65
38467,67_42_70
38468,67_42_96
38469,67_43_03
38470,67_43_05
38471,67_43_06
38472,67_43_18
38473,67_43_22
38474,67_43_24
38475,67_43_26
38476,67_43_38
38477,67_43_54
38478,67_43_58
38479,67_43_65
38480,67_43_67
38481,67_43_76
38482,67_43_85
38483,67_43_90
38484,67_44_02
38485,67_44_08
38486,67_44_11
38487,67_44_12
38488,67_44_14
38489,67_44_25
38490,67_44_26
38491,67_44_32
38492,67_44_40
38493,67_44_46
38494,67_44_50
38495,67_44_51
38496,67_44_53
38497,67_44_62
38498,67_44_70
38499,67_44_79
38500,67_44_80
38501,67_44_85
38502,67_44_86
38503,67_44_87
38504,67_44_92
38505,67_44_95
38506,67_45_05
38507,67_45_20
38508,67_45_34
38509,67_45_40
38510,67_45_49
38511,67_45_62
38512,67_45_65
38513,67_45_70
38514,67_45_75
38515,67_45_84
38516,67_45_88
38517,67_45_94
38518,67_46_01
38519,67_46_04
38520,67_46_08
38521,67_46_13
38522,67_46_28
38523,67_46_36
38524,67_46_48
38525,67_46_69
38526,67_46_81
38527,67_46_85
38528,67_46_86
38529,67_46_87
38530,67_46_94
38531,67_47_05
38532,67_47_06
38533,67_47_10
38534,67_47_19
38535,67_47_20
38536,67_47_28
38537,67_47_38
38538,67_47_39
38539,67_47_49
38540,67_47_53
38541,67_47_55
38542,67_47_58
38543,67_47_62
38544,67_47_81
38545,67_47_83
38546,67_48_25
38547,67_48_34
38548,67_48_40
38549,67_48_48
38550,67_48_57
38551,67_48_60
38552,67_48_61
38553,67_48_71
38554,67_48_84
38555,67_49_01
38556,67_49_06
38557,67_49_07
38558,67_49_18
38559,67_49_29
38560,67_49_37
38561,67_49_40
38562,67_49_52
38563,67_49_53
38564,67_49_69
38565,67_49_71
38566,67_49_73
38567,67_49_86
38568,67_50_01
38569,67_50_15
38570,67_50_19
38571,67_50_26
38572,67_50_27
38573,67_50_32
38574,67_50_38
38575,67_50_54
38576,67_50_71
38577,67_50_73
38578,67_50_77
38579,67_50_81
38580,67_50_91
38581,67_50_94
38582,67_51_01
38583,67_51_18
38584,67_51_45
38585,67_51_50
38586,67_51_55
38587,67_51_63
38588,67_51_67
38589,67_51_77
38590,67_51_88
38591,67_51_96
38592,67_52_01
38593,67_52_04
38594,67_52_09
38595,67_52_10
38596,67_52_18
38597,67_52_38
38598,67_52_80
38599,67_52_86
38600,67_52_91
38601,67_53_02
38602,67_53_05
38603,67_53_16
38604,67_53_18
38605,67_53_22
38606,67_53_25
38607,67_53_27
38608,67_53_36
38609,67_53_54
38610,67_53_55
38611,67_53_61
38612,67_53_62
38613,67_53_81
38614,67_53_82
38615,67_54_10
38616,67_54_12
38617,67_54_23
38618,67_54_28
38619,67_54_32
38620,67_54_38
38621,67_54_39
38622,67_54_57
38623,67_54_71
38624,67_54_73
38625,67_54_75
38626,67_54_79
38627,67_54_80
38628,67_54_82
38629,67_54_85
38630,67_54_86
38631,67_54_87
38632,67_54_88
38633,67_54_92
38634,67_55_01
38635,67_55_08
38636,67_55_10
38637,67_55_35
38638,67_55_40
38639,67_55_46
38640,67_55_64
38641,67_55_69
38642,67_55_78
38643,67_55_87
38644,67_55_94
38645,67_56_03
38646,67_56_24
38647,67_56_36
38648,67_56_38
38649,67_56_40
38650,67_56_41
38651,67_56_44
38652,67_56_53
38653,67_56_60
38654,67_56_73
38655,67_56_78
38656,67_56_79
38657,67_56_80
38658,67_57_14
38659,67_57_16
38660,67_57_17
38661,67_57_18
38662,67_57_19
38663,67_57_21
38664,67_57_38
38665,67_57_43
38666,67_57_52
38667,67_57_54
38668,67_57_63
38669,67_57_87
38670,67_57_92
38671,67_58_03
38672,67_58_06
38673,67_58_09
38674,67_58_11
38675,67_58_16
38676,67_58_23
38677,67_58_24
38678,67_58_27
38679,67_58_29
38680,67_58_30
38681,67_58_35
38682,67_58_36
38683,67_58_39
38684,67_58_40
38685,67_58_49
38686,67_58_50
38687,67_58_54
38688,67_58_55
38689,67_58_59
38690,67_58_63
38691,67_58_66
38692,67_58_82
38693,67_58_95
38694,67_59_01
38695,67_59_08
38696,67_59_13
38697,67_59_18
38698,67_59_37
38699,67_59_41
38700,67_59_42
38701,67_59_52
38702,67_59_59
38703,67_59_64
38704,67_59_76
38705,67_59_92
38706,67_60_19
38707,67_60_24
38708,67_60_34
38709,67_60_37
38710,67_60_43
38711,67_60_44
38712,67_60_45
38713,67_60_47
38714,67_60_59
38715,67_60_63
38716,67_60_67
38717,67_60_71
38718,67_60_80
38719,67_60_89
38720,67_60_96
38721,67_61_03
38722,67_61_08
38723,67_61_19
38724,67_61_22
38725,67_61_41
38726,67_61_43
38727,67_61_54
38728,67_61_59
38729,67_61_74
38730,67_61_90
38731,67_61_93
38732,67_61_94
38733,67_62_03
38734,67_62_15
38735,67_62_20
38736,67_62_30
38737,67_62_34
38738,67_62_35
38739,67_62_60
38740,67_62_81
38741,67_62_96
38742,67_63_06
38743,67_63_16
38744,67_63_23
38745,67_63_26
38746,67_63_37
38747,67_63_44
38748,67_63_66
38749,67_63_69
38750,67_63_72
38751,67_63_73
38752,67_63_78
38753,67_63_89
38754,67_63_93
38755,67_63_95
38756,67_64_13
38757,67_64_17
38758,67_64_22
38759,67_64_25
38760,67_64_34
38761,67_64_39
38762,67_64_44
38763,67_64_53
38764,67_64_62
38765,67_64_74
38766,67_64_75
38767,67_64_90
38768,67_64_92
38769,67_64_94
38770,67_65_08
38771,67_65_09
38772,67_65_13
38773,67_65_26
38774,67_65_39
38775,67_65_40
38776,67_65_59
38777,67_65_65
38778,67_65_69
38779,67_65_71
38780,67_65_77
38781,67_65_79
38782,67_65_80
38783,67_65_88
38784,67_65_96
38785,67_66_03
38786,67_66_04
38787,67_66_13
38788,67_66_18
38789,67_66_20
38790,67_66_38
38791,67_66_40
38792,67_66_53
38793,67_66_56
38794,67_66_61
38795,67_66_65
38796,67_66_82
38797,67_66_83
38798,67_66_84
38799,67_66_88
38800,67_66_90
38801,67_66_91
38802,67_66_93
38803,67_66_96
38804,67_67_09
38805,67_67_14
38806,67_67_15
38807,67_67_25
38808,67_67_28
38809,67_67_43
38810,67_67_73
38811,67_67_82
38812,67_67_88
38813,67_67_91
38814,67_68_05
38815,67_68_10
38816,67_68_15
38817,67_68_16
38818,67_68_19
38819,67_68_28
38820,67_68_46
38821,67_68_50
38822,67_68_52
38823,67_68_53
38824,67_68_59
38825,67_68_69
38826,67_68_79
38827,67_68_86
38828,67_68_91
38829,67_68_94
38830,67_68_95
38831,67_69_01
38832,67_69_03
38833,67_69_05
38834,67_69_10
38835,67_69_14
38836,67_69_23
38837,67_69_30
38838,67_69_44
38839,67_69_54
38840,67_69_58
38841,67_69_68
38842,67_69_69
38843,67_69_93
38844,67_69_96
38845,67_70_05
38846,67_70_06
38847,67_70_20
38848,67_70_29
38849,67_70_32
38850,67_70_47
38851,67_70_58
38852,67_70_60
38853,67_70_71
38854,67_70_84
38855,67_70_86
38856,67_71_01
38857,67_71_07
38858,67_71_15
38859,67_71_20
38860,67_71_26
38861,67_71_36
38862,67_71_46
38863,67_71_47
38864,67_71_50
38865,67_71_52
38866,67_71_54
38867,67_71_56
38868,67_71_59
38869,67_71_61
38870,67_71_62
38871,67_71_67
38872,67_71_82
38873,67_71_83
38874,67_71_91
38875,67_71_94
38876,67_72_05
38877,67_72_10
38878,67_72_23
38879,67_72_24
38880,67_72_31
38881,67_72_35
38882,67_72_41
38883,67_72_49
38884,67_72_52
38885,67_72_57
38886,67_72_65
38887,67_72_77
38888,67_72_82
38889,67_72_86
38890,67_72_92
38891,67_72_94
38892,67_73_05
38893,67_73_23
38894,67_73_31
38895,67_73_36
38896,67_73_37
38897,67_73_40
38898,67_73_47
38899,67_73_55
38900,67_73_72
38901,67_73_79
38902,67_73_82
38903,67_73_93
38904,67_74_04
38905,67_74_18
38906,67_74_27
38907,67_74_33
38908,67_74_38
38909,67_74_40
38910,67_74_68
38911,67_74_71
38912,67_74_77
38913,67_74_79
38914,67_74_85
38915,67_74_96
38916,67_75_02
38917,67_75_03
38918,67_75_05
38919,67_75_07
38920,67_75_08
38921,67_75_10
38922,67_75_22
38923,67_75_30
38924,67_75_31
38925,67_75_40
38926,67_75_48
38927,67_75_57
38928,67_75_59
38929,67_75_60
38930,67_75_66
38931,67_75_68
38932,67_75_90
38933,67_75_93
38934,67_75_96
38935,67_76_06
38936,67_76_07
38937,67_76_17
38938,67_76_20
38939,67_76_28
38940,67_76_32
38941,67_76_33
38942,67_76_38
38943,67_76_46
38944,67_76_53
38945,67_76_58
38946,67_76_65
38947,67_76_76
38948,67_76_91
38949,67_76_95
38950,67_77_05
38951,67_77_08
38952,67_77_10
38953,67_77_27
38954,67_77_28
38955,67_77_34
38956,67_77_58
38957,67_77_71
38958,67_77_81
38959,67_77_83
38960,67_77_86
38961,67_78_03
38962,67_78_05
38963,67_78_09
38964,67_78_10
38965,67_78_11
38966,67_78_36
38967,67_78_37
38968,67_78_46
38969,67_78_58
38970,67_78_66
38971,67_78_85
38972,67_78_90
38973,67_78_94
38974,67_79_05
38975,67_79_06
38976,67_79_27
38977,67_79_31
38978,67_79_45
38979,67_79_46
38980,67_79_70
38981,67_79_75
38982,67_79_76
38983,67_79_80
38984,67_79_85
38985,67_80_05
38986,67_80_10
38987,67_80_19
38988,67_80_22
38989,67_80_23
38990,67_80_37
38991,67_80_39
38992,67_80_42
38993,67_80_43
38994,67_80_44
38995,67_80_50
38996,67_80_59
38997,67_80_61
38998,67_80_64
38999,67_80_67
39000,67_80_70
39001,67_80_71
39002,67_80_77
39003,67_80_78
39004,67_80_82
39005,67_80_89
39006,67_80_92
39007,67_80_94
39008,67_81_07
39009,67_81_17
39010,67_81_18
39011,67_81_20
39012,67_81_23
39013,67_81_32
39014,67_81_34
39015,67_81_47
39016,67_81_49
39017,67_81_55
39018,67_81_66
39019,67_81_91
39020,67_81_92
39021,67_82_01
39022,67_82_05
39023,67_82_09
39024,67_82_10
39025,67_82_27
39026,67_82_30
39027,67_82_36
39028,67_82_47
39029,67_82_59
39030,67_82_63
39031,67_82_75
39032,67_82_85
39033,67_82_92
39034,67_82_94
39035,67_83_10
39036,67_83_19
39037,67_83_25
39038,67_83_31
39039,67_83_42
39040,67_83_84
39041,67_83_88
39042,67_83_89
39043,67_83_96
39044,67_84_02
39045,67_84_03
39046,67_84_04
39047,67_84_13
39048,67_84_14
39049,67_84_16
39050,67_84_23
39051,67_84_33
39052,67_84_42
39053,67_84_48
39054,67_84_70
39055,67_84_72
39056,67_84_73
39057,67_84_83
39058,67_84_84
39059,67_84_93
39060,67_85_06
39061,67_85_08
39062,67_85_09
39063,67_85_11
39064,67_85_21
39065,67_85_45
39066,67_85_46
39067,67_85_57
39068,67_85_59
39069,67_85_64
39070,67_85_71
39071,67_85_85
39072,67_86_02
39073,67_86_13
39074,67_86_15
39075,67_86_16
39076,67_86_30
39077,67_86_31
39078,67_86_43
39079,67_86_45
39080,67_86_51
39081,67_86_53
39082,67_86_59
39083,67_86_66
39084,67_86_73
39085,67_86_76
39086,67_86_81
39087,67_86_91
39088,67_87_09
39089,67_87_13
39090,67_87_14
39091,67_87_22
39092,67_87_23
39093,67_87_28
39094,67_87_35
39095,67_87_41
39096,67_87_46
39097,67_87_55
39098,67_87_60
39099,67_87_76
39100,67_87_81
39101,67_87_82
39102,67_87_83
39103,67_87_85
39104,67_87_86
39105,67_87_96
39106,67_88_09
39107,67_88_14
39108,67_88_24
39109,67_88_30
39110,67_88_42
39111,67_88_43
39112,67_88_51
39113,67_88_53
39114,67_88_54
39115,67_88_59
39116,67_88_63
39117,67_88_70
39118,67_88_79
39119,67_88_88
39120,67_88_92
39121,67_88_93
39122,67_88_94
39123,67_89_10
39124,67_89_12
39125,67_89_23
39126,67_89_26
39127,67_89_27
39128,67_89_30
39129,67_89_32
39130,67_89_43
39131,67_89_45
39132,67_89_48
39133,67_89_51
39134,67_89_57
39135,67_89_61
39136,67_89_67
39137,67_89_68
39138,67_89_84
39139,67_89_90
39140,67_89_96
39141,67_90_06
39142,67_90_08
39143,67_90_13
39144,67_90_22
39145,67_90_31
39146,67_90_52
39147,67_90_61
39148,67_90_63
39149,67_90_70
39150,67_90_76
39151,67_90_80
39152,67_90_84
39153,67_90_92
39154,67_90_95
39155,67_91_08
39156,67_91_12
39157,67_91_16
39158,67_91_19
39159,67_91_21
39160,67_91_27
39161,67_91_42
39162,67_91_57
39163,67_91_59
39164,67_91_63
39165,67_91_72
39166,67_91_81
39167,67_91_88
39168,67_92_12
39169,67_92_20
39170,67_92_23
39171,67_92_26
39172,67_92_36
39173,67_92_56
39174,67_92_60
39175,67_92_75
39176,67_92_81
39177,67_92_87
39178,67_93_05
39179,67_93_29
39180,67_93_48
39181,67_93_55
39182,67_93_71
39183,68_01_17
39184,68_01_20
39185,68_01_23
39186,68_01_29
39187,68_01_39
39188,68_01_42
39189,68_01_57
39190,68_01_71
39191,68_01_85
39192,68_01_88
39193,68_01_94
39194,68_01_96
39195,68_02_04
39196,68_02_08
39197,68_02_10
39198,68_02_12
39199,68_02_55
